TVDSS,GR,NPHI,RHOB,DT,VCL,PHIE,target
3368.0991,65.871,0.1854,2.45,80.772,0.1511,0.1398,7.5
3368.2991,67.392,0.1891,2.44,85.853,0.163,0.1413,3.85
3368.5991,73.593,0.2016,2.36,86.106,0.2144,0.1519,11.04
3368.7991,79.56,0.2024,2.34,83.82,0.2694,0.1432,3.72
3467.5953,89.856,0.2319,2.34,63.182,0.4154,0.1367,0.7
3467.8953,84.474,0.226,2.42,63.7763,0.3486,0.1333,0.1
3468.2953,83.655,0.1814,2.45,64.3189,0.339,0.0984,0.71
3478.0949,79.092,0.1465,2.37,69.339,0.2883,0.1015,0.28
3478.1949,77.805,0.1743,2.36,65,0.2748,0.1247,0.15
3478.2949,77.22,0.1651,2.35,63.9775,0.2687,0.122,0.17
3479.2948,81.315,0.162,2.35,62.0634,0.3125,0.1106,0.23
3479.5948,80.847,0.1698,2.4,63.0753,0.3073,0.1067,0.62
3479.7948,78.624,0.1619,2.37,62.1426,0.2834,0.1126,2.15
3480.0948,76.167,0.177,2.34,60.7345,0.258,0.1341,0.71
3480.2948,76.635,0.1478,2.4,61.9415,0.2627,0.1016,0.64
3480.6948,77.337,0.1549,2.32,64.6237,0.2699,0.1215,0.45
3481.2948,76.284,0.1211,2.19,61.594,0.2592,0.1363,0.74
3488.6945,98.397,0.2595,2.32,65.532,0.5374,0.1326,0.14
3488.8945,95.121,0.234,2.35,67.565,0.488,0.1203,3.36
3489.2945,91.845,0.2428,2.38,66.803,0.4419,0.1312,2.55
3489.6944,92.664,0.1964,2.29,60.198,0.4531,0.1164,0.59
3489.9944,90.909,0.1778,2.36,59.5549,0.4293,0.0939,0.18
3490.4944,92.43,0.1632,2.36,62.3895,0.4499,0.0803,2.5
3490.7944,97.344,0.1316,2.32,65.913,0.5211,0.058,2.97
3491.2944,96.876,0.1818,2.37,64.389,0.514,0.0764,1.9
3491.5944,102.843,0.1976,2.41,63.2856,0.6106,0.0575,2.77
3491.7944,106.353,0.177,2.35,69.342,0.6743,0.0469,0.09
3492.0944,103.662,0.1462,2.39,77.1144,0.625,0.0277,2.41
3492.4943,90.792,0.175,2.45,63.246,0.4277,0.0744,0.35
3851.3508,107.06,0.1742,2.5052,66.0829,0.2708,0.075,9.96
3851.6506,91.93,0.1483,2.5167,67.6786,0.1808,0.0827,11.34
3851.8504,86.37,0.1409,2.5119,67.6786,0.1515,0.0876,14.45
3851.9504,84.3,0.133,2.5013,67.6786,0.141,0.0878,11.34
3852.1502,82.93,0.1189,2.4499,67.6786,0.1342,0.0921,11.47
3852.35,79.52,0.1153,2.4186,68.125,0.1177,0.1019,21.48
3852.45,77.64,0.1168,2.41,68.5714,0.1089,0.1074,11.47
3852.6498,75.89,0.1209,2.3966,69.4643,0.1009,0.1153,10.73
3852.8497,74.7,0.1275,2.4,69.9107,0.0955,0.1201,4.7
3852.9496,74.09,0.1333,2.3947,70.1339,0.0928,0.1257,10.73
3853.1494,72.66,0.1389,2.4,70.3571,0.0865,0.1297,12.69
3853.3493,69.28,0.1333,2.4,70.3571,0.072,0.1305,10.67
3853.4492,67.45,0.1299,2.4086,70.3571,0.0644,0.1287,12.69
3853.6491,63.92,0.1251,2.42,70.3571,0.0502,0.1273,2.57
3853.8489,61.02,0.1187,2.4313,70.3571,0.039,0.124,10.37
3853.9488,59.5,0.1167,2.44,70.8036,0.0333,0.1225,2.57
3854.1487,58.72,0.1201,2.4533,71.25,0.0304,0.1226,1.42
3854.4484,64.65,0.1286,2.4647,71.25,0.0531,0.1188,1.42
3767.9671,146.718,0.1168,2.4491,69.7609,0.0718,0.0973,6.57
3768.2671,143.793,0.1111,2.4448,68.5538,0.0513,0.1,4.1
3768.667,149.526,0.113,2.442,67.7339,0.0603,0.0982,4.52
3768.9669,144.729,0.1207,2.4461,70.5899,0.0708,0.1016,6.72
3769.2668,152.1,0.1308,2.4409,67.99,0.092,0.103,7.26
3769.6667,152.568,0.1238,2.4369,70.09,0.0767,0.1022,6.64
3770.0666,157.014,0.1165,2.4363,69.6755,0.0718,0.097,5.36
3770.2666,150.696,0.125,2.4367,72.626,0.0758,0.1038,5.81
3770.6665,147.069,0.1188,2.4378,69.1147,0.06,0.1041,12.01
3770.9664,149.643,0.1139,2.4371,69.45,0.0557,0.101,4.65
3771.2664,155.142,0.1188,2.4479,69.4347,0.088,0.0926,5.77
3771.6663,148.473,0.1071,2.4586,68.3009,0.072,0.0875,6.65
3771.9662,156.195,0.1007,2.4476,69.8858,0.0605,0.0858,8.36
3772.2661,156.078,0.0996,2.4475,69.0994,0.0582,0.0856,6.82
3772.666,153.738,0.1015,2.4356,71.0014,0.0414,0.0944,4.78
3772.966,152.334,0.1071,2.446,71.4738,0.0623,0.0915,8.49
3773.2659,154.908,0.1169,2.4419,70.4832,0.0767,0.0954,11.2
3773.6658,143.559,0.1199,2.4432,71.0898,0.0636,0.1037,5.98
3773.9657,148.941,0.1208,2.4371,71.0745,0.0661,0.1036,2.05
3774.2656,148.473,0.1174,2.4376,68.5691,0.0597,0.1028,8.82
3774.6655,154.323,0.1052,2.4434,69.5719,0.0586,0.0911,4.94
3774.9655,155.844,0.1098,2.4781,69.2884,0.1161,0.0721,5.1
3775.6653,174.33,0.1345,2.4825,67.5968,0.1938,0.065,1.04
4183.3469,104.13,0.1706,60.1066,2.42,0.1897,0.1175,3.24
4183.5468,91.962,0.1616,66.8518,2.43,0.1503,0.1204,2.25
4183.7466,88.569,0.1457,68.5617,2.44,0.1217,0.1148,2.37
4184.0464,73.944,0.1299,68.0649,2.45,0.0685,0.1162,1.39
4184.3462,59.904,0.1313,67.6504,2.44,0.0317,0.1291,27.31
4184.5461,59.553,0.1322,68.4977,2.45,0.0457,0.1245,2.76
4184.7459,63.765,0.1317,71.4756,2.47,0.0778,0.1123,2.19
4185.0457,65.52,0.1359,71.8779,2.49,0.1153,0.1024,0.65
4185.3455,69.849,0.1323,71.7469,2.48,0.1034,0.1042,2.09
4188.1436,129.87,0.1562,64.5688,2.49,0.3381,0.0549,0.89
4188.4434,112.086,0.1676,61.4416,2.51,0.3232,0.0654,3.08
4188.7432,89.973,0.1612,68.2661,2.52,0.2594,0.0774,105.32
4188.943,82.602,0.1495,68.8299,2.5,0.1919,0.0899,2.23
4189.1429,75.114,0.132,70.8599,2.47,0.1009,0.106,25.39
4189.4427,77.688,0.1326,68.6989,2.49,0.1332,0.0947,3.69
4189.7425,77.805,0.1357,66.1934,2.49,0.1399,0.0952,23
4189.9423,81.315,0.1391,65.4253,2.48,0.1419,0.0986,2.55
4190.2421,87.75,0.1478,67.4553,2.47,0.1623,0.1009,2.24
4190.442,109.863,0.1541,74.2615,2.44,0.1988,0.0995,1.82
4190.7418,137.007,0.1621,72.4205,2.45,0.329,0.0676,122.09
4190.9416,156.195,0.1637,65.0687,2.43,0.4027,0.0512,114.2
4191.1415,163.917,0.1768,64.3616,2.39,0.4261,0.0608,18.22
4191.4413,178.308,0.1879,68.1533,2.34,0.4964,0.0588,1.7
4191.6412,197.613,0.2029,76.962,2.31,0.505,0.0728,9.38
4191.841,193.635,0.2159,82.1863,2.27,0.5,0.0909,44.49
4266.0958,70.2,0.1363,70.6252,2.45,0.0741,0.1196,6.46
4266.2957,70.434,0.1354,69.3755,2.46,0.0855,0.1144,9.27
4266.5955,77.22,0.1294,68.8818,2.47,0.1,0.1042,7.68
4266.8953,85.527,0.1319,67.1688,2.49,0.1497,0.0894,3.02
4267.1951,95.004,0.1318,65.1449,2.54,0.2373,0.0579,163.21
4267.395,105.417,0.138,67.5681,2.56,0.3052,0.0408,107.73
4267.6947,122.148,0.1555,69.7047,2.57,0.4094,0.0236,1.95
4267.9945,134.316,0.1661,70.4271,2.56,0.4662,0.017,79.09
4268.1944,150.813,0.1804,74.1152,2.55,0.5608,0.0026,127.12
4268.3943,146.367,0.1926,74.5297,2.53,0.5377,0.0213,71.78
4272.9911,98.865,0.1596,62.993,2.42,0.1519,0.1197,3.08
4273.091,95.589,0.1546,63.499,2.41,0.1199,0.1263,0.94
4091.9075,114.777,0.2006,2.48,71.9267,0.3625,0.0949,2.04
4092.1073,107.64,0.1914,2.49,72.4449,0.3159,0.0948,1.61
4092.4071,99.216,0.1799,2.48,72.8106,0.2433,0.1096,1.72
4092.7069,95.589,0.1995,2.48,73.8408,0.266,0.1068,1.39
4092.9068,89.973,0.2126,2.47,77.3064,0.2591,0.1135,0.92
4093.1067,77.337,0.2259,2.43,81.2566,0.2006,0.1439,2.58
4093.4065,73.827,0.2281,2.43,81.4304,0.1938,0.1448,4.21
4093.7063,79.911,0.2299,2.44,80.1014,0.2269,0.1349,3.14
4093.9062,77.922,0.2221,2.43,85.3806,0.1951,0.1446,2.4
4094.1061,80.028,0.2123,2.43,88.901,0.1829,0.1461,3.23
4094.4059,77.571,0.1935,2.44,82.7349,0.1475,0.1446,2.11
4094.8057,82.602,0.1958,2.46,79.8881,0.1888,0.1279,2.69
4102.0017,140.4,0.3788,2.39,106.7653,0.8132,0.0918,2.31
4132.0863,61.308,0.2092,2.44,79.4339,0.1625,0.1387,121.65
4132.3862,64.467,0.2142,2.41,79.1078,0.1464,0.1582,164.34
4132.6861,58.968,0.2108,2.42,81.0919,0.1366,0.1535,114.45
4132.886,55.107,0.2165,2.41,82.2414,0.1274,0.1604,157.28
4133.086,54.171,0.217,2.42,80.5172,0.1379,0.1533,117.36
4133.3859,50.193,0.2238,2.43,82.2414,0.1547,0.1455,227.03
4133.6858,46.917,0.2288,2.43,80.9483,0.1581,0.1451,185.82
4133.8857,47.268,0.2309,2.42,81.3793,0.1515,0.1517,75.82
4134.0857,49.374,0.2286,2.4,82.8904,0.1279,0.1662,232.03
4134.3856,49.14,0.2069,2.39,83.0245,0.0708,0.1788,378.75
4134.6855,49.023,0.2179,2.39,81.6925,0.0933,0.1761,109.31
4134.8854,45.747,0.2225,2.4,81.3206,0.1096,0.1684,107.01
4135.0854,44.577,0.2251,2.4,81.3176,0.115,0.1677,23.7
4135.3853,43.992,0.2258,2.41,80.8787,0.128,0.1603,10.18
4135.6852,44.577,0.2161,2.4,81.4913,0.0963,0.1699,58.53
4135.8852,46.8,0.2084,2.4,82.2899,0.0806,0.1718,49.78
4136.0851,50.31,0.208,2.41,82.6404,0.0989,0.1638,73.75
4136.385,51.831,0.2051,2.43,81.4548,0.1195,0.1496,101.45
4136.6849,57.096,0.202,2.43,80.8238,0.1254,0.149,65.33
4136.8849,55.107,0.21,2.43,80.4123,0.1372,0.1476,73.49
4137.0848,58.968,0.2098,2.44,79.5619,0.1578,0.1393,63.17
4137.3847,60.255,0.2087,2.44,79.2053,0.1588,0.1392,127.67
4137.6846,59.319,0.2073,2.45,79.4827,0.1651,0.1326,166.56
4138.6843,65.52,0.2494,2.41,77.931,0.2222,0.1492,109.31
4138.8843,60.021,0.2372,2.42,79.6552,0.194,0.1467,107.01
4139.6841,45.864,0.2222,2.41,81.3793,0.1206,0.1612,58.53
4140.0839,47.502,0.2173,2.42,79.6552,0.1238,0.155,73.75
