TVDSS,GR,NPHI,RHOB,DT,VCL,PHIE,target
4389.9966,61.7032,0.0937,2.5159,64.7703,0.206,0.0701,0.0366
4390.1481,54.9484,0.0903,2.4834,64.7736,0.1621,0.0817,0.1405
4390.2995,52.652,0.091,2.4782,65.9252,0.1559,0.0844,0.2444
4390.451,53.2088,0.1009,2.477,65.1606,0.1821,0.082,0.0512
4390.6025,57.5395,0.104,2.5047,65.2165,0.2261,0.07,0.0361
4390.7539,59.8187,0.102,2.4905,65.594,0.1971,0.0787,0.0741
4390.9053,62.6693,0.0956,2.4653,65.9491,0.1546,0.0905,0.0815
4391.0567,56.8035,0.0968,2.4485,66.176,0.1316,0.0981,0.0677
4391.2082,55.1003,0.0954,2.4472,66.2524,0.1265,0.099,0.0532
4391.3596,54.9828,0.1032,2.4516,66.2271,0.1538,0.0958,0.0366
4391.511,57.488,0.1028,2.4664,66.2993,0.1736,0.0908,0.0367
4391.6624,57.8595,0.1086,2.4695,66.0562,0.1925,0.0876,0.05
4391.8138,58.6997,0.1116,2.467,66.2438,0.2003,0.0883,0.0699
4391.9653,55.5358,0.1123,2.4586,65.5174,0.1944,0.0927,0.0655
4392.1167,60.4364,0.111,2.4693,65.2958,0.2013,0.0889,0.0473
4392.2681,57.9302,0.1066,2.4746,65.6571,0.1979,0.0872,0.0346
4392.4195,58.5816,0.109,2.4705,66.1262,0.1921,0.0891,0.0399
4392.5709,51.3244,0.105,2.457,67.524,0.1682,0.0952,0.0429
4392.7223,52.8945,0.1024,2.4437,67.5172,0.1422,0.1024,0.0466
4392.8738,59.9387,0.0975,2.4404,67.7296,0.1251,0.1058,0.051
4393.0252,60.4445,0.1009,2.4326,67.646,0.1225,0.1096,0.1124
4393.1766,63.0468,0.1027,2.4286,67.8549,0.1254,0.1116,0.1739
4393.328,60.5333,0.1055,2.4316,67.5726,0.1351,0.1105,0.3816
4393.4794,60.3765,0.1008,2.4263,67.0112,0.1156,0.1125,0.2533
4393.6309,50.3233,0.0953,2.433,67.0276,0.1024,0.1111,0.2416
4393.7823,48.3842,0.0886,2.4342,66.9796,0.0856,0.1112,0.2576
4393.9337,41.4026,0.0825,2.4408,66.3235,0.0733,0.1115,0.2133
4394.0851,46.2528,0.0824,2.44,66.4458,0.0705,0.1121,0.1249
4394.2365,45.1231,0.0772,2.4459,66.9986,0.0658,0.1087,0.1243
4394.388,52.956,0.08,2.4539,67.2216,0.0783,0.1057,0.3474
4394.5394,54.1954,0.0837,2.4502,67.2086,0.0926,0.1056,0.4723
4394.6908,57.6666,0.092,2.4541,68.2346,0.1199,0.104,0.4194
4394.8422,57.172,0.0954,2.4594,67.8558,0.1381,0.101,0.3666
4394.9936,56.2609,0.0975,2.4611,68.7062,0.1513,0.0978,0.2325
4395.145,51.7567,0.0973,2.4816,68.8157,0.1806,0.0833,0.2058
4395.2965,54.2214,0.0901,2.5457,69.5053,0.2395,0.0506,0.3361
4395.4479,64.1132,0.0906,2.6283,71.4089,0.3417,0.0062,0.4407
4395.5993,82.7212,0.1096,2.6878,71.7691,0.4717,0.0009,0.3922
4395.7507,101.9453,0.1364,2.6765,72.4811,0.5497,0.0001,0.3437
4395.9021,101.7399,0.1549,2.664,73.1346,0.5923,0.0001,0.2952
4396.0536,105.6617,0.1612,2.6464,72.9527,0.604,0.0001,0.2467
4396.205,106.9221,0.173,2.6646,71.9262,0.6551,0.0001,0.1982
4396.3564,111.881,0.1688,2.6619,71.2682,0.6369,0.0001,0.1497
4396.5078,114.3243,0.1541,2.6546,69.7672,0.562,0.004,0.1012
4396.6592,101.235,0.1217,2.601,66.976,0.422,0.0192,0.0527
4396.8106,92.947,0.1071,2.5693,65.4476,0.3202,0.0382,0.0054
4396.9621,76.8739,0.0978,2.5589,64.4493,0.2894,0.0423,0.0044
4397.1135,78.4924,0.1058,2.5837,64.2671,0.3266,0.0304,0.0035
4397.2649,76.5009,0.1009,2.6125,64.2364,0.3485,0.0167,0.0026
4397.4163,78.214,0.0939,2.6195,63.8715,0.3417,0.0103,0.0044
4397.5677,74.3284,0.0878,2.6305,64.4404,0.3356,0.0054,0.0076
4397.7192,88.8381,0.0926,2.6224,64.5047,0.3475,0.0069,0.0077
4397.8706,92.1829,0.1017,2.6351,63.3107,0.3852,0.0028,0.0061
4398.022,100.6818,0.1092,2.6452,64.2789,0.4217,0.0003,0.0045
4398.1734,102.0603,0.1168,2.6392,65.8465,0.4429,0.0001,0.0013
4398.3248,106.3103,0.1258,2.6415,64.6814,0.4705,0.0001,0.0029
4398.4762,104.7746,0.1258,2.6368,65.5193,0.4714,0.0001,0.0074
4398.6277,98.8074,0.1259,2.6409,65.7238,0.4689,0.0017,0.0118
4398.7791,96.4594,0.126,2.6216,65.7212,0.4427,0.0105,0.0162
4398.9305,81.6237,0.118,2.5706,66.2898,0.3552,0.0378,0.0206
4399.0819,63.8578,0.0986,2.5034,66.8811,0.2108,0.0698,0.6737
4399.2333,43.9853,0.0814,2.4505,66.8873,0.0979,0.0929,2.3367
4399.3848,46.9029,0.0737,2.437,66.8952,0.0459,0.1021,3.6806
4399.5362,50.3896,0.0739,2.4396,66.7443,0.0419,0.1033,1.7546
4399.6876,60.818,0.0692,2.4532,66.2256,0.0448,0.0998,0.2585
4399.839,59.5355,0.0711,2.4555,65.8478,0.056,0.098,0.8254
4399.9904,57.6685,0.0729,2.4691,65.7807,0.0779,0.0925,0.8543
4400.1419,56.0668,0.0779,2.4785,65.8553,0.102,0.0868,0.313
4400.2933,57.3921,0.077,2.4811,65.9394,0.1056,0.0847,0.1419
4400.4447,58.5986,0.0768,2.4704,66.1992,0.0884,0.0897,0.329
4400.5961,53.9479,0.0703,2.4605,66.0269,0.0598,0.0956,0.4445
4400.7475,52.0259,0.0677,2.4509,65.843,0.0354,0.1023,0.3812
4400.8989,53.6999,0.0659,2.4364,65.8335,0.013,0.1111,0.3009
4401.0504,52.4295,0.0677,2.4304,66.2384,0.0089,0.1159,0.2082
4401.2018,49.2076,0.0631,2.4307,66.2622,0.0018,0.1159,0.7557
4401.3532,49.9115,0.0576,2.4428,65.8808,0.0168,0.107,0.8199
4401.5046,66.6206,0.0686,2.4854,66.0801,0.0969,0.0845,0.5395
4401.656,90.5029,0.0964,2.5535,65.7902,0.2638,0.0472,0.297
4401.8075,103.8147,0.1222,2.6321,65.8798,0.4351,0.0084,0.142
4401.9589,111.5286,0.1352,2.6567,65.9974,0.5171,0.0006,0.0978
4402.1103,106.3644,0.1429,2.6609,65.3063,0.5446,0.0001,0.0535
4402.2617,109.0029,0.1373,2.6471,65.3374,0.5145,0.0016,0.0093
4402.4131,102.5505,0.1212,2.6062,65.2402,0.4098,0.0181,0.0102
4402.5645,93.0404,0.0938,2.5475,65.2641,0.2601,0.0496,0.0222
4402.716,77.1207,0.0841,2.4975,65.0714,0.1708,0.0716,0.0623
4402.8674,68.2549,0.0873,2.4905,64.9288,0.1558,0.078,0.1079
4403.0188,67.341,0.0963,2.4866,65.0254,0.1767,0.079,0.0909
4403.1702,76.3576,0.0973,2.4854,65.0627,0.1757,0.0806,0.0959
4403.3216,72.1909,0.0965,2.4695,65.1143,0.1576,0.0862,0.3352
4403.4731,78.6815,0.0907,2.4739,65.3445,0.1456,0.0867,0.2823
4403.6245,70.3168,0.0897,2.4801,65.5155,0.148,0.084,0.1818
4403.7759,71.349,0.091,2.4892,65.3248,0.1617,0.0795,0.0638
4403.9273,58.9633,0.0914,2.4836,65.3251,0.158,0.0803,0.0432
4404.0787,61.7974,0.0894,2.4887,65.3353,0.1505,0.0794,0.0601
4404.2301,57.1622,0.0831,2.4805,65.5882,0.1298,0.0816,0.1082
4404.3816,56.7688,0.0845,2.4735,65.8348,0.1209,0.0853,0.1494
4404.533,56.1172,0.0885,2.4586,66.2104,0.1153,0.0942,0.1557
4404.6844,58.3935,0.0901,2.4519,66.5543,0.1109,0.1014,0.1268
4404.8358,56.6161,0.0895,2.4478,66.6256,0.1114,0.1055,0.131
4404.9872,56.2909,0.0946,2.4566,67.0675,0.1322,0.1024,0.1733
4405.1387,56.6055,0.0981,2.466,67.3433,0.1553,0.0973,0.2116
4405.2901,60.4079,0.0963,2.4608,67.6766,0.1369,0.1007,0.8887
4405.4415,51.9881,0.0856,2.4449,67.5942,0.0909,0.1073,2.1102
3983.755,119.1934,0.1341,2.606,74.3455,0.3736,0.0275,0.0036
3983.88,117.5167,0.1365,2.604,73.7324,0.3776,0.0286,0.0028
3984.0049,119.8,0.1516,2.5998,73.564,0.4146,0.0313,0.0018
3984.1298,121.7173,0.166,2.5892,73.8937,0.4403,0.0376,0.0016
3984.2547,121.6532,0.1663,2.5765,74.2024,0.4227,0.0449,0.0019
3984.3796,118.4361,0.1477,2.5633,74.4697,0.3502,0.0523,0.0028
3984.5046,115.2853,0.127,2.5532,74.1939,0.2762,0.0579,0.0045
3984.6295,114.9161,0.125,2.5511,73.4695,0.2674,0.059,0.0015
3984.7544,116.7572,0.1336,2.5567,72.5212,0.3002,0.0559,0.0011
3984.8793,116.7735,0.1411,2.566,71.8525,0.3352,0.0506,0.0007
3985.0042,114.7628,0.1356,2.5693,71.6818,0.3243,0.0487,0.003
3985.1292,111.2963,0.1249,2.5669,71.7845,0.2902,0.0499,0.0051
3985.2541,109.568,0.1166,2.5701,72.375,0.2712,0.048,0.0027
3985.379,110.9715,0.1209,2.5779,73.7322,0.2948,0.0435,0.0034
3985.5039,112.1191,0.1439,2.5902,75.4687,0.3786,0.0367,0.0044
3985.6288,120.2415,0.1819,2.598,77.6919,0.4987,0.0327,0.0045
3985.7538,126.5324,0.2083,2.6053,79.3793,0.5849,0.0289,0.0046
3985.8787,134.3796,0.217,2.6122,80.9186,0.6198,0.0198,0.0047
3986.0036,140.3946,0.2146,2.6181,81.7347,0.6216,0.0192,0.0047
3986.1285,145.4099,0.2157,2.6193,82.1919,0.6265,0.0176,0.0048
3986.2534,146.8865,0.224,2.6142,82.6799,0.6428,0.0131,0.0049
3986.3784,144.1577,0.2279,2.611,82.9249,0.6492,0.0116,0.005
3986.5033,140.1178,0.2259,2.6111,83.088,0.6437,0.0129,0.0051
3986.6282,136.6914,0.2144,2.612,82.5121,0.6121,0.0226,0.0052
3986.7531,134.7156,0.2065,2.6109,81.5436,0.5879,0.0256,0.0052
3986.878,135.0638,0.1989,2.6068,80.7277,0.5602,0.0279,0.0053
3987.0029,136.9031,0.2005,2.6034,79.7133,0.5598,0.0298,0.0054
3987.1279,139.6445,0.1996,2.5951,79.1491,0.5451,0.0346,0.0055
3987.2528,142.4146,0.1996,2.5829,78.4899,0.5273,0.0417,0.0056
3987.3777,143.1551,0.1884,2.5566,78.447,0.4568,0.0567,0.0056
3987.5026,143.2302,0.1738,2.522,78.3982,0.3645,0.0765,0.0057
3987.6275,137.1471,0.1643,2.4855,78.3982,0.284,0.0974,0.0058
3987.7525,133.5205,0.1608,2.4667,78.4561,0.2466,0.1083,0.007
3987.8774,129.5108,0.1638,2.4636,78.671,0.2506,0.1101,0.0101
3988.0023,128.5365,0.1595,2.4732,78.7654,0.2523,0.1045,0.0071
3988.1272,126.2263,0.1555,2.4797,78.7136,0.2504,0.1007,0.0107
3988.2521,121.0654,0.1551,2.4709,78.6689,0.2364,0.1058,0.0142
3988.3771,116.7462,0.16,2.4473,78.9216,0.2159,0.1194,0.0178
3988.502,114.5167,0.1646,2.4252,79.227,0.1968,0.1323,0.0099
3988.6269,115.8919,0.1655,2.4167,79.4318,0.187,0.1372,0.0144
3988.7518,122.5412,0.1638,2.4244,78.7771,0.1934,0.1327,0.0184
3988.8767,129.3361,0.1692,2.4448,77.6836,0.2386,0.121,0.0109
3989.0017,132.4642,0.1755,2.4682,76.2197,0.2908,0.1076,0.0051
3989.1266,128.9602,0.18,2.4787,75.2642,0.319,0.1016,0.0064
3989.2515,121.9661,0.1732,2.4702,74.5644,0.2871,0.1064,0.1482
3989.3764,113.2666,0.1623,2.4439,74.3034,0.2175,0.1214,0.8519
3989.5013,106.4825,0.1505,2.4189,74.0892,0.1473,0.1357,0.5172
3989.6262,101.4979,0.1414,2.4048,74.0233,0.1007,0.1437,0.1839
3989.7512,100.3592,0.1365,2.4123,73.7763,0.0976,0.1393,0.0358
3989.8761,98.7343,0.139,2.422,73.5612,0.1189,0.1338,0.0633
3990.001,96.7389,0.1451,2.4243,73.2765,0.1397,0.1325,0.3633
3990.1259,95.0463,0.1487,2.4177,73.0262,0.1404,0.1364,2.1064
3990.2508,93.4366,0.1447,2.409,72.7233,0.1162,0.1414,1.3522
3990.3758,93.4826,0.1349,2.407,72.2474,0.0853,0.1424,2.7414
3990.5007,93.9292,0.1287,2.4097,71.9056,0.0715,0.1407,6.3012
3990.6256,95.3852,0.1302,2.4195,71.7762,0.0901,0.1351,2.8298
3990.7505,97.2592,0.1316,2.4316,71.7072,0.1118,0.1281,0.0684
3990.8754,98.8364,0.1297,2.4424,71.6456,0.1221,0.1219,0.1472
3991.0004,97.2957,0.1275,2.4542,71.5747,0.1331,0.115,0.1296
3991.1253,94.7352,0.1257,2.46,71.7192,0.1364,0.1116,0.0916
3991.2502,92.7474,0.1248,2.4699,71.8629,0.1483,0.1059,0.0429
3991.3751,94.1534,0.1218,2.4814,72.0228,0.1565,0.0992,0.0293
3991.5,101.3499,0.1287,2.5057,72.1731,0.2117,0.0853,0.0251
3991.625,111.931,0.1451,2.535,72.2313,0.3014,0.0686,0.0224
3991.7499,124.9471,0.1561,2.5526,72.1347,0.3586,0.0586,0.0196
3991.8748,132.0861,0.1511,2.5515,71.8896,0.3427,0.0592,0.0169
3991.9997,134.2076,0.1373,2.541,71.732,0.2879,0.065,0.0142
3992.1246,132.261,0.1294,2.5377,71.7246,0.2604,0.0668,0.0115
3992.2496,129.5541,0.134,2.5417,71.8402,0.2794,0.0646,0.0088
3992.3745,129.2112,0.1371,2.549,71.8747,0.299,0.0604,0.0053
3992.4994,131.3798,0.138,2.5623,71.8749,0.321,0.0527,0.0022
3992.6243,134.9063,0.1387,2.572,71.7883,0.3371,0.0471,0.0019
3992.7492,137.8987,0.1436,2.5762,71.6015,0.3573,0.0448,0.007
3992.8741,133.1507,0.1459,2.5592,71.0489,0.339,0.0546,0.0339
3992.9991,124.9792,0.1401,2.5291,70.4484,0.2785,0.0719,0.049
3993.124,110.7645,0.1268,2.495,69.9311,0.1906,0.0915,0.0338
3993.2489,105.6074,0.1159,2.4765,69.9038,0.1324,0.102,0.0393
3993.3738,103.9103,0.1125,2.473,70.1319,0.1176,0.104,0.0466
3993.4987,108.2928,0.116,2.4755,70.4844,0.1313,0.1026,0.1362
3993.6237,114.6817,0.1247,2.4758,70.9785,0.1566,0.1025,0.0741
3993.7486,120.98,0.1292,2.4716,71.4516,0.1633,0.105,0.0438
3993.8735,128.0671,0.136,2.4618,71.8705,0.1685,0.1107,0.0447
3993.9984,129.1307,0.1382,2.4546,71.9031,0.1642,0.1149,0.0383
3994.1233,128.2303,0.1406,2.4529,71.7752,0.1686,0.1159,0.0318
3994.2483,125.8816,0.1382,2.4613,71.355,0.174,0.1111,0.0268
3994.3732,124.7084,0.1367,2.4708,70.8632,0.1836,0.1056,0.034
3994.4981,122.8598,0.1403,2.4807,70.1062,0.2084,0.0999,0.0413
3994.623,117.2004,0.1356,2.484,69.6819,0.1997,0.0979,0.0313
3994.7479,108.5158,0.1298,2.4819,69.2829,0.1801,0.0991,0.0512
3994.8729,98.657,0.1187,2.4749,69.1026,0.1381,0.1029,0.2298
3994.9978,92.1498,0.1176,2.4611,69.3149,0.1148,0.1109,0.4084
3995.1227,89.8946,0.1226,2.4499,69.7608,0.1128,0.1174,0.3749
3995.2476,93.4244,0.1266,2.4467,70.3764,0.1195,0.1193,0.2548
3995.3725,98.3329,0.1285,2.4533,70.5164,0.1346,0.1156,0.1052
3995.4975,103.154,0.126,2.462,70.5544,0.1402,0.1105,0.052
3995.6224,105.3064,0.1299,2.4625,70.5632,0.152,0.1103,0.0731
3995.7473,105.2987,0.1345,2.4558,70.6912,0.1554,0.1142,0.2521
3995.8722,102.1248,0.1373,2.4485,70.6451,0.1528,0.1184,0.2562
3995.9971,97.4451,0.1333,2.4436,70.6372,0.1342,0.1212,0.1492
3996.122,93.5097,0.1292,2.443,70.5182,0.1216,0.1215,0.1102
3996.247,91.3251,0.1275,2.4399,70.5815,0.1122,0.1233,0.1283
3996.3719,90.3473,0.1282,2.4343,70.4215,0.106,0.1265,0.4468
3996.4968,90.7969,0.1242,2.4308,69.9441,0.0894,0.1285,0.882
3996.6217,91.5434,0.1189,2.4336,69.2234,0.0784,0.1268,2.5836
3996.7466,93.4489,0.1176,2.4393,68.6417,0.083,0.1235,4.4188
3996.8716,93.0568,0.1184,2.4441,68.295,0.0923,0.1207,5.9282
3996.9965,91.4978,0.1177,2.4437,68.1089,0.0897,0.1209,7.4377
3997.1214,90.5104,0.1115,2.4423,67.9824,0.0699,0.1217,6.8135
3997.2463,93.2851,0.112,2.4417,67.8727,0.0705,0.122,3.8551
3997.3712,99.4715,0.1114,2.4427,67.8732,0.0702,0.1214,2.6609
3997.4962,103.8471,0.1149,2.4456,67.8144,0.0845,0.1198,1.6357
3997.6211,105.3182,0.1161,2.4482,67.7768,0.0917,0.1183,0.7665
3997.746,101.4151,0.1183,2.4463,67.6287,0.0952,0.1195,0.3395
