TVDSS,GR,NPHI,RHOB,DT,VCL,PHIE,target
2761.8,111.9654,0.247,2.2768,83.7617,0.3246,0.1967,1201
2761.9,113.1167,0.2465,2.2755,82.8599,0.3367,0.1964,1201
2762.4,96.4456,0.2166,2.2582,81.5346,0.0801,0.2302,676
2762.8,92.5194,0.2583,2.2742,82.5945,0.1665,0.2127,416
2762.9,92.728,0.2663,2.2816,82.5884,0.1953,0.2055,416
2763.3,96.614,0.2368,2.308,79.9957,0.1908,0.1899,1293
2763.6,97.0766,0.2058,2.336,79.0571,0.1613,0.1756,64.6
2763.9,98.6174,0.2375,2.3077,80.4235,0.2078,0.1885,408
2764.3,93.8352,0.2305,2.2487,82.0085,0.0803,0.2359,965.7507
2764.4,90.9312,0.2387,2.2451,82.3499,0.0748,0.2386,898
2764.7,88.2156,0.2589,2.2433,82.697,0.1015,0.2373,1667
2764.8,89.9605,0.254,2.245,82.4484,0.103,0.2361,1667
2765.1,96.5004,0.2313,2.2662,81.209,0.1239,0.2214,1494
2765.2,98.8776,0.2339,2.2774,80.8913,0.1624,0.211,1494
2765.5,99.7044,0.2476,2.2817,80.5064,0.2057,0.2045,729
2765.9,89.9145,0.2378,2.2575,80.6663,0.0825,0.2303,1299
2766,88.9374,0.2394,2.2558,80.7266,0.0779,0.2318,1299
2766.2,87.4262,0.23,2.2534,80.8048,0.0451,0.2363,1534
2766.5,85.0999,0.2215,2.2436,80.762,0.009,0.2455,701
2766.6,86.2536,0.2296,2.2443,80.8107,0.0264,0.2434,701
2766.9,90.0703,0.2499,2.2526,81.4409,0.1041,0.2314,3608
2767,90.331,0.2531,2.2508,81.7676,0.1106,0.2319,3608
2767.2,90.7578,0.2646,2.2423,82.2599,0.1279,0.2354,2315
2767.3,90.81,0.2694,2.2399,82.3096,0.1358,0.2362,2315
2767.7,89.4112,0.2547,2.2486,81.1826,0.1057,0.2337,2027
2768.1,93.965,0.2781,2.2553,83.9405,0.1962,0.2213,297
2768.2,94.786,0.2849,2.2689,86.0497,0.2347,0.2096,494.7375
2768.3,96.9918,0.2937,2.2964,88.4149,0.3065,0.1864,839
2768.6,112.006,0.321,2.4293,92.0231,0.689,0.0711,701
2768.7,116.2925,0.3321,2.4406,91.2295,0.787,0.0554,701
2769.1,101.0697,0.2677,2.3062,83.5182,0.2945,0.1816,114
2769.2,93.8157,0.2498,2.2825,82.224,0.1675,0.2075,114
2856.5,109.3612,0.2293,2.3794,82.9956,0.3057,0.1553,41.2
2856.6,105.679,0.2333,2.3351,83.2867,0.2071,0.1892,41.2
2857.3,109.8418,0.2294,2.3231,83.7144,0.2303,0.1946,50.9
2857.4,114.0414,0.2351,2.3484,83.2182,0.3416,0.171,50.9
2858.1,124.6864,0.2324,2.4541,84.513,0.7283,0.0781,5.67
2858.2,123.6749,0.2342,2.4078,85.3128,0.6346,0.1129,10.8231
2858.3,120.8655,0.2401,2.3545,85.9082,0.4969,0.1553,16.7
2858.4,117.0801,0.2479,2.3087,86.2494,0.368,0.1925,210
2859,119.1224,0.2492,2.3167,85.8262,0.4236,0.1834,36
2859.1,116.8204,0.246,2.2988,85.755,0.3442,0.2003,11.7
2859.3,109.8886,0.2402,2.2704,85.1702,0.179,0.2299,21.4
2859.6,108.3324,0.2193,2.3149,83.5137,0.1739,0.2039,70
2859.9,111.5683,0.2216,2.3666,82.0685,0.2978,0.1635,8.58
2860.4,121.2184,0.2325,2.4126,81.2446,0.5714,0.115,30.7
2860.5,118.0492,0.237,2.3893,81.7959,0.4794,0.1359,30.7
2861,97.5047,0.2415,2.2665,83.6358,0.0533,0.242,102
2861.6,108.8014,0.2812,2.335,82.556,0.3587,0.1776,27.1
2862.3,124.0325,0.2303,2.4244,81.7603,0.7075,0.051,213
2862.4,119.6537,0.2239,2.384,81.7941,0.5506,0.0945,213
2862.9,99.4897,0.2282,2.2985,79.6169,0.202,0.1885,142
2863,98.5898,0.2248,2.3034,79.0857,0.1927,0.1867,142
2863.3,99.2227,0.2117,2.3148,79.0933,0.1816,0.1811,15.8
2863.4,100.2676,0.2149,2.3149,79.6296,0.1977,0.1791,15.8
2863.5,100.7604,0.2184,2.3103,80.2814,0.2046,0.1811,255
2863.6,100.4235,0.217,2.3001,80.9599,0.1863,0.1895,255
2864.2,102.6038,0.1957,2.2903,81.1276,0.1459,0.2003,1657
2864.5,107.1375,0.2047,2.3243,79.5691,0.2528,0.1667,491
2864.8,106.7827,0.184,2.3129,79.9594,0.1882,0.1815,38.5
2864.9,106.4147,0.178,2.3056,80.6501,0.1619,0.1891,38.5
2865.4,97.5425,0.192,2.2743,83.9185,0.0752,0.2186,330
2865.6,94.856,0.1993,2.2646,83.7249,0.0606,0.2262,2639
2865.7,94.6842,0.2006,2.2624,83.2757,0.0597,0.2276,2639
2866.4,122.5,0.2156,2.3359,81.7867,0.5316,0.1259,29.8
2866.9,105.0195,0.1999,2.3,80.9961,0.1906,0.189,64.3
2867,103.298,0.1933,2.3118,80.1321,0.1724,0.1841,64.3
2867.4,110.3532,0.2139,2.3738,77.8488,0.3713,0.1224,0.797
2867.9,112.412,0.2033,2.3671,80.809,0.366,0.1271,86.7
2868.3,101.4644,0.2282,2.3103,82.3193,0.233,0.1777,38.7
2868.4,103.7609,0.2262,2.3121,82.1183,0.2523,0.1742,38.7
2869,110.734,0.1988,2.3487,82.2413,0.3112,0.1449,377
2869.4,104.5624,0.201,2.301,81.3864,0.19,0.1885,363
2869.5,101.2025,0.1995,2.2852,80.1894,0.1358,0.2047,363
2869.9,98.8644,0.1842,2.3483,74.526,0.1555,0.1641,0.0664
2870.4,103.3168,0.1784,2.3706,75.6305,0.2084,0.1441,34.8
2870.5,102.5101,0.1875,2.3481,76.5678,0.1948,0.1594,34.8
2870.7,99.5867,0.1908,2.3044,79.012,0.1246,0.1944,96.1
2870.8,98.2992,0.1912,2.2845,80.4639,0.0915,0.2103,96.1
2871.1,95.2372,0.2073,2.239,84.1002,0.051,0.2429,2702
2871.5,99.967,0.2036,2.2463,83.9076,0.088,0.234,1048
2871.6,100.6657,0.2012,2.2673,83.0882,0.1134,0.2182,1048
2871.9,100.9495,0.1931,2.3776,79.519,0.2283,0.1374,586
2872,103.7474,0.1874,2.403,78.2028,0.2717,0.1168,586
2872.3,109.2971,0.1828,2.3956,76.2744,0.3124,0.1164,0.851
2872.4,106.782,0.1867,2.3712,76.6666,0.2635,0.137,0.851
2872.9,92.524,0.1973,2.2459,81.3868,0.0246,0.2419,1173
2873,93.7311,0.1989,2.2493,81.7687,0.0353,0.2386,1173
2873.4,93.6895,0.201,2.263,81.1754,0.0545,0.2279,452
2873.5,92.0752,0.2021,2.262,80.8084,0.0455,0.2296,538
2873.6,91.4919,0.2041,2.2607,80.455,0.0449,0.2305,538
2873.9,93.728,0.1924,2.2614,79.6483,0.0346,0.2314,1190
2874,93.2197,0.1901,2.2625,79.4335,0.0292,0.2313,1190
2874.3,90.7382,0.1934,2.2774,78.6362,0.0355,0.2215,587
2875,91.6324,0.1993,2.2783,77.6002,0.0555,0.2186,530
2875.4,97.8551,0.2048,2.2878,77.2228,0.1227,0.2047,733
2875.5,98.1699,0.2136,2.2917,77.1674,0.1498,0.199,733
2875.8,97.5987,0.2339,2.2965,77.4877,0.1973,0.1903,649
2875.9,96.8927,0.2349,2.2944,77.7465,0.1918,0.1922,649
2876.3,98.0536,0.2091,2.2837,78.7826,0.1293,0.2063,780
2876.7,104.5357,0.2321,2.3142,78.3477,0.2759,0.1701,99.3
2876.8,104.6817,0.2322,2.3331,77.9088,0.3,0.1557,99.3
2877.3,100.5196,0.2184,2.369,77.1675,0.272,0.1372,5.11
2877.7,98.6601,0.2302,2.3116,79.6258,0.2152,0.179,142
2877.8,97.8513,0.2245,2.3167,79.8291,0.2019,0.1775,142
2878,100.2457,0.2154,2.3671,79.3661,0.2607,0.1399,8700
2878.1,105.0176,0.215,2.4004,78.8332,0.3447,0.1095,8700
2879.4,127.6734,0.2112,2.4038,77.8276,0.7122,0.0629,66.1
2879.5,128.1713,0.1952,2.4087,77.9774,0.6816,0.0636,66.1
2879.8,129.2714,0.1972,2.4432,78.9443,0.727,0.0372,0.368
2880.3,105.2827,0.2084,2.3061,80.4588,0.2213,0.1816,2202
2880.4,99.1104,0.1994,2.2907,80.36,0.1242,0.2027,2202
2880.9,96.1236,0.1933,2.2969,78.4346,0.0943,0.2026,89.4
2881,95.9308,0.2046,2.2914,78.17,0.112,0.2037,89.4
2881.4,95.9379,0.2402,2.272,78.6464,0.1703,0.2084,237
2881.8,92.3173,0.217,2.2709,79.178,0.0915,0.2187,465
2882.1,93.1675,0.2131,2.2885,79.1018,0.1087,0.2059,410
2882.2,93.7014,0.2073,2.2965,79.0782,0.1085,0.2011,410
2882.7,97.663,0.2159,2.3488,78.7086,0.2187,0.156,961
2882.8,99.3153,0.2176,2.3634,78.8376,0.2533,0.143,488
2882.9,100.6113,0.2163,2.3729,79.1494,0.2724,0.135,488
